Period,Position,Seniority,Global_exp,Local_exp,Salary
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,1700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2150
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2370
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,2200
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,1000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1450
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,1000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,1885
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,950
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1940
2023_H2,"Analyst (Business, Data, System etc)",Lead,,11.0,5000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3950
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2300
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,2200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2400
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1850
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,900
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2250
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1350
2023_H2,"Analyst (Business, Data, System etc)",Lead,,10.0,1300
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1475
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,6500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,537
2023_H2,"Analyst (Business, Data, System etc)",Lead,,15.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2200
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,2500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1000
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,3500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,750
2023_H2,"Analyst (Business, Data, System etc)",Lead,,15.0,2000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2100
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,653
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,900
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,2000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,3150
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1350
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2400
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,800
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1900
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,4360
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,5000
2023_H2,"Analyst (Business, Data, System etc)",Lead,,13.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2600
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,4300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2200
2023_H2,"Analyst (Business, Data, System etc)",Lead,,13.0,2400
2023_H2,"Analyst (Business, Data, System etc)",Lead,,12.0,4200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2700
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1700
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,4150
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1400
2023_H2,"Analyst (Business, Data, System etc)",Lead,,15.0,4500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,1420
2023_H2,"Analyst (Business, Data, System etc)",Lead,,10.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3900
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,850
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2730
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,3472
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,2150
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,500
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,3500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1800
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1200
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,12300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2400
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2230
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,1920
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1500
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,900
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,2870
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,970
2023_H2,"Analyst (Business, Data, System etc)",Lead,,10.0,5000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,500
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,4200
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2145
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1200
2023_H2,"Analyst (Business, Data, System etc)",Lead,,10.0,4650
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,1200
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,3100
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,4500
2023_H2,"Analyst (Business, Data, System etc)",Lead,,15.0,2600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,1600
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,5000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,950
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,1000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2200
2023_H2,"Analyst (Business, Data, System etc)",Lead,,10.0,5600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1100
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1206
2023_H2,"Analyst (Business, Data, System etc)",Lead,,10.0,6000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1550
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1200
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1950
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2080
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,650
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,900
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2450
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1715
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2400
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,1400
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1900
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2700
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1146
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,5000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3300
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1250
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,1600
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1300
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,700
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1350
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2750
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,4200
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,5500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1400
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,5100
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3770
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,750
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,950
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,980
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2120
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,1680
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,2200
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,1050
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,1756
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,2200
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1200
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,5150
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Lead,,11.0,3900
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,1800
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,4300
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,800
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3720
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3400
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,2000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3750
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2118
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,700
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,1800
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,5000
2023_H2,"Analyst (Business, Data, System etc)",Lead,,10.0,1200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3100
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3200
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3700
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,2000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,800
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2100
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,3300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1200
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,3895
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,6200
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,4500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,6200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2660
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2400
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,2400
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,900
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,1850
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3400
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,3800
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,700
2023_H2,"Analyst (Business, Data, System etc)",Lead,,10.0,2000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1500
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,5000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1515
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,970
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1750
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,1832
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1510
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,2600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,1930
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,1800
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,1050
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,436
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,4800
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,1000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1490
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,2340
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2700
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,1300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3500
2023_H2,"Analyst (Business, Data, System etc)",Lead,,9.0,2600
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1000
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,4085
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1800
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,1100
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,650
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2930
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,850
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1800
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,800
2023_H2,"Analyst (Business, Data, System etc)",Lead,,10.0,5000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,1200
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1580
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1750
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1485
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3300
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,4950
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,1028
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,1700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2950
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,2400
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,1400
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,600
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,4230
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1440
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,4200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1200
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3200
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,5000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3200
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3800
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,3100
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3700
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,2600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1250
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,2400
2023_H2,"Analyst (Business, Data, System etc)",Lead,,15.0,7700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2550
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3733
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2000
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,5000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,1000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,2200
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,1800
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1100
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1900
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,2000
2023_H2,"Analyst (Business, Data, System etc)",Lead,,12.0,3800
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1000
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,4300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,1100
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,350
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2200
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,788
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1800
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2150
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,1300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,2000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2050
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1710
2023_H2,"Analyst (Business, Data, System etc)",Lead,,9.0,4050
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,1900
2023_H2,"Analyst (Business, Data, System etc)",Lead,,12.0,6500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,800
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2400
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,3500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,1500
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,4700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1100
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,700
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.5,700
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1100
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1100
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,1300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2650
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,2000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,1300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,3500
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,2400
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,400
2023_H2,"Analyst (Business, Data, System etc)",Lead,,11.0,1065
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,4300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1400
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1860
2023_H2,"Analyst (Business, Data, System etc)",Lead,,8.0,5600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3200
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,775
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,1200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3333
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,4500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,4750
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3200
2023_H2,"Analyst (Business, Data, System etc)",Senior,,6.0,1150
2023_H2,"Analyst (Business, Data, System etc)",Senior,,7.0,2600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,850
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,1900
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,700
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.0,500
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,1102
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2150
2023_H2,"Analyst (Business, Data, System etc)",Junior,,1.5,500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,4000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,1900
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3100
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,3500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,2200
2023_H2,"Analyst (Business, Data, System etc)",Middle,,5.0,1450
2023_H2,"Analyst (Business, Data, System etc)",Lead,,9.0,2900
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,600
2023_H2,"Analyst (Business, Data, System etc)",Middle,,2.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2750
2023_H2,"Analyst (Business, Data, System etc)",Middle,,4.0,3000
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2300
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2150
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,350
2023_H2,"Analyst (Business, Data, System etc)",Junior,,0.25,500
2023_H2,"Analyst (Business, Data, System etc)",Middle,,3.0,2500
2023_H2,"Analyst (Business, Data, System etc)",Lead,,11.0,5650
2024_H1,"Analyst (Business, Data, System etc)",Middle,,4.0,1710
2024_H1,"Analyst (Business, Data, System etc)",Middle,,5.0,2100
2024_H1,"Analyst (Business, Data, System etc)",Middle,,4.0,4000
2024_H1,"Analyst (Business, Data, System etc)",Senior,,6.0,1700
2024_H1,"Analyst (Business, Data, System etc)",Middle,,5.0,800
2024_H1,"Analyst (Business, Data, System etc)",Lead,,8.0,1000
2024_H1,"Analyst (Business, Data, System etc)",Junior,,1.0,500
2024_H1,"Analyst (Business, Data, System etc)",Middle,,4.0,2000
2024_H1,"Analyst (Business, Data, System etc)",Middle,,3.0,2200
2024_H1,"Analyst (Business, Data, System etc)",Senior,,6.0,3470
2024_H1,"Analyst (Business, Data, System etc)",Lead,,10.0,2200
2024_H1,"Analyst (Business, Data, System etc)",Junior,,1.5,1680
