Period,Position,Seniority,Global_exp,Local_exp,Salary,GDP
2017.06,Business analyst,Senior,7,1.5,2200,2604.28759765625
2017.06,Business analyst,Middle,5,1.5,800,2604.28759765625
2017.06,Business analyst,Middle,4,1,1000,2604.28759765625
2017.06,Business analyst,Senior,6,4,3700,2604.28759765625
2017.06,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,250,2604.28759765625
2017.06,Business analyst,Middle,2,1,700,2604.28759765625
2017.06,Business analyst,Junior,1,1,600,2604.28759765625
2017.06,Business analyst,Senior,6,3,1250,2604.28759765625
2017.06,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,700,2604.28759765625
2017.06,Business analyst,Middle,4,4,520,2604.28759765625
2017.06,Business analyst,Middle,2,2,1000,2604.28759765625
2017.06,Business analyst,Middle,5,5,460,2604.28759765625
2017.06,Business analyst,Junior,0.5,0.5,450,2604.28759765625
2017.06,Business analyst,Middle,2,2,800,2604.28759765625
2017.06,Business analyst,Middle,5,0.5,2350,2604.28759765625
2017.06,Business analyst,Middle,3,3,2300,2604.28759765625
2017.06,Business analyst,Lead,8,0.5,2850,2604.28759765625
2017.06,Business analyst,Middle,5,0.5,790,2604.28759765625
2017.06,Business analyst,Lead,10 и более лет,6,500,2604.28759765625
2017.06,Business analyst,Junior,1,0.25,750,2604.28759765625
2017.06,Business analyst,Middle,4,меньше 3 месяцев,1900,2604.28759765625
2017.06,Business analyst,Junior,0.25,0.25,380,2604.28759765625
2017.06,Business analyst,Middle,5,3,1350,2604.28759765625
2017.06,Business analyst,Senior,7,5,3100,2604.28759765625
2017.06,Business analyst,Lead,10 и более лет,0.25,3000,2604.28759765625
2017.06,Business analyst,Middle,3,меньше 3 месяцев,1500,2604.28759765625
2017.06,Business analyst,Middle,2,меньше 3 месяцев,300,2604.28759765625
2017.06,Business analyst,Middle,4,2,850,2604.28759765625
2017.06,Business analyst,Middle,3,3,1000,2604.28759765625
2017.06,Business analyst,Junior,1.5,0.5,600,2604.28759765625
2017.06,Business analyst,Middle,2,0.5,1800,2604.28759765625
2017.06,Business analyst,Middle,2,0.25,950,2604.28759765625
2017.06,Business analyst,Middle,5,0.25,4100,2604.28759765625
2017.06,Business analyst,Senior,6,0.25,2500,2604.28759765625
2017.06,Business analyst,Middle,4,1,2300,2604.28759765625
2017.06,Business analyst,Senior,6,1,2530,2604.28759765625
2017.06,Business analyst,Middle,2,0.25,800,2604.28759765625
2017.06,Business analyst,Lead,8,меньше 3 месяцев,1000,2604.28759765625
2017.06,Business analyst,Junior,1.5,1.5,1050,2604.28759765625
2017.06,Business analyst,Middle,4,0.5,1200,2604.28759765625
2017.06,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,500,2604.28759765625
2017.06,Business analyst,Junior,1.5,1.5,2400,2604.28759765625
2017.06,Business analyst,Middle,5,2,3300,2604.28759765625
2017.06,Business analyst,Middle,2,2,450,2604.28759765625
2017.06,Business analyst,Middle,3,2,2000,2604.28759765625
2017.06,Business analyst,Lead,9,4,1200,2604.28759765625
2017.06,Business analyst,Junior,0.25,0.25,1500,2604.28759765625
2017.06,Business analyst,Senior,7,2,2823,2604.28759765625
2017.06,Business analyst,Middle,2,1,2500,2604.28759765625
2017.06,Business analyst,Senior,6,0.5,3500,2604.28759765625
2017.06,Business analyst,Junior,0.5,0.5,1520,2604.28759765625
2017.06,Business analyst,Middle,3,2,2400,2604.28759765625
2017.06,Business analyst,Senior,6,4,2100,2604.28759765625
2017.06,Business analyst,Middle,2,0.5,300,2604.28759765625
2017.06,Business analyst,Middle,4,1,1000,2604.28759765625
2017.06,Business analyst,Middle,4,0.5,2500,2604.28759765625
2017.06,Business analyst,Middle,2,2,1500,2604.28759765625
2017.06,Business analyst,Middle,4,1,1600,2604.28759765625
2017.06,Business analyst,Lead,10 и более лет,6,1950,2604.28759765625
2017.06,Business analyst,Middle,4,0.5,700,2604.28759765625
2017.06,Business analyst,Middle,2,меньше 3 месяцев,1660,2604.28759765625
2017.06,Business analyst,Junior,1.5,0.5,950,2604.28759765625
2017.06,Business analyst,Lead,8,3,5000,2604.28759765625
2017.06,Business analyst,Middle,3,0.5,1500,2604.28759765625
2017.06,Business analyst,Lead,9,меньше 3 месяцев,3600,2604.28759765625
2017.06,Business analyst,Junior,0.25,0.25,800,2604.28759765625
2017.06,Business analyst,Junior,1,0.5,1600,2604.28759765625
2017.06,Business analyst,Middle,2,2,2000,2604.28759765625
2017.06,Business analyst,Middle,3,3,1250,2604.28759765625
2017.06,Business analyst,Middle,2,2,750,2604.28759765625
2017.06,Business analyst,Junior,1,0.5,1000,2604.28759765625
2017.06,Business analyst,Middle,2,2,800,2604.28759765625
2017.06,Business analyst,Middle,3,0.25,1300,2604.28759765625
2017.06,Business analyst,Lead,10 и более лет,0.5,4000,2604.28759765625
2017.06,Business analyst,Middle,3,1,1500,2604.28759765625
2017.06,Business analyst,Middle,3,3,1500,2604.28759765625
2017.06,Business analyst,Middle,4,1.5,2350,2604.28759765625
2017.06,Business analyst,Middle,3,0.5,2000,2604.28759765625
2017.06,Business analyst,Junior,1.5,4,1520,2604.28759765625
2017.06,Business analyst,Middle,5,5,3560,2604.28759765625
2017.06,Business analyst,Middle,3,3,2000,2604.28759765625
2017.06,Business analyst,Middle,3,0.5,2500,2604.28759765625
2017.06,Business analyst,Middle,3,1,1000,2604.28759765625
2017.06,Business analyst,Middle,2,1,500,2604.28759765625
2017.06,Business analyst,Junior,1.5,1.5,670,2604.28759765625
2017.06,Business analyst,Middle,3,0.5,1000,2604.28759765625
2017.06,Business analyst,Lead,10 и более лет,0.25,1800,2604.28759765625
2017.06,Business analyst,Middle,5,0.25,1100,2604.28759765625
2017.06,Business analyst,Middle,2,меньше 3 месяцев,700,2604.28759765625
2017.06,Business analyst,Junior,1,1,800,2604.28759765625
2017.06,Business analyst,Junior,1.5,1.5,750,2604.28759765625
2017.06,Business analyst,Middle,2,2,1000,2604.28759765625
2017.06,Business analyst,Lead,9,1.5,1362,2604.28759765625
2017.06,Business analyst,Middle,5,2,2000,2604.28759765625
2017.06,Business analyst,Middle,5,3,1215,2604.28759765625
2017.06,Business analyst,Middle,4,2,2300,2604.28759765625
2017.06,Business analyst,Middle,2,2,900,2604.28759765625
2017.06,Business analyst,Junior,1,0.5,1000,2604.28759765625
2017.06,Business analyst,Junior,1,4,2000,2604.28759765625
2017.06,Business analyst,Middle,2,2,800,2604.28759765625
2017.06,Business analyst,Middle,2,1,1500,2604.28759765625
2017.06,Business analyst,Lead,10 и более лет,5,2750,2604.28759765625
2017.06,Business analyst,Senior,6,1,370,2604.28759765625
2017.06,Business analyst,Middle,4,1,1700,2604.28759765625
2017.06,Business analyst,Junior,0.5,0.5,200,2604.28759765625
2017.06,Business analyst,Middle,3,2,1500,2604.28759765625
2017.06,Business analyst,Middle,4,0.5,1700,2604.28759765625
2017.06,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,700,2604.28759765625
2017.06,Business analyst,Middle,4,3,1800,2604.28759765625
2017.06,Business analyst,Junior,1.5,меньше 3 месяцев,700,2604.28759765625
2017.06,Business analyst,Senior,6,1.5,3135,2604.28759765625
2017.06,Business analyst,Middle,2,1,500,2604.28759765625
2017.06,Business analyst,Middle,2,0.5,1000,2604.28759765625
2017.06,Business analyst,Junior,меньше 3 месяцев,1,300,2604.28759765625
2017.06,Business analyst,Middle,3,0.5,1400,2604.28759765625
2017.06,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,220,2604.28759765625
2017.06,Business analyst,Junior,1.5,1.5,1000,2604.28759765625
2017.06,Business analyst,Junior,1,1,1450,2604.28759765625
2017.06,Business analyst,Middle,3,1.5,2000,2604.28759765625
2017.06,Business analyst,Junior,1,1,2000,2604.28759765625
2017.06,Business analyst,Middle,2,2,800,2604.28759765625
2017.06,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,600,2604.28759765625
2017.06,Business analyst,Middle,5,2,2000,2604.28759765625
2017.06,Business analyst,Junior,0.5,0.5,700,2604.28759765625
2017.06,Business analyst,Middle,4,1.5,1100,2604.28759765625
2017.06,Business analyst,Middle,3,меньше 3 месяцев,1900,2604.28759765625
2017.06,Business analyst,Middle,2,0.25,850,2604.28759765625
2017.06,Business analyst,Middle,3,3,760,2604.28759765625
2017.06,Business analyst,Lead,9,1,400,2604.28759765625
2017.06,Business analyst,Junior,0.5,0.5,615,2604.28759765625
2017.06,Business analyst,Lead,10 и более лет,1.5,5000,2604.28759765625
2017.06,Business analyst,Middle,4,4,1600,2604.28759765625
2017.06,Business analyst,Junior,1.5,2,1975,2604.28759765625
2017.06,Business analyst,Lead,10 и более лет,7,925,2604.28759765625
2017.06,Business analyst,Junior,0.5,0.5,231,2604.28759765625
2017.06,Business analyst,Middle,4,3,1100,2604.28759765625
2017.06,Business analyst,Junior,0.5,0.5,400,2604.28759765625
2017.06,Business analyst,Junior,1.5,1.5,1050,2604.28759765625
2017.06,Business analyst,Junior,1.5,0.5,1330,2604.28759765625
2017.06,Business analyst,Middle,5,0.25,3000,2604.28759765625
2017.06,Business analyst,Middle,4,3,2850,2604.28759765625
2017.06,Business analyst,Middle,4,1.5,2500,2604.28759765625
2017.06,Business analyst,Middle,3,2,2500,2604.28759765625
2017.06,Business analyst,Middle,3,меньше 3 месяцев,1500,2604.28759765625
2017.06,Business analyst,Senior,7,0.25,2500,2604.28759765625
2017.06,Business analyst,Senior,6,1,2375,2604.28759765625
2017.12,Business analyst,Junior,0.5,0.5,500,2604.28759765625
2017.12,Business analyst,Middle,5,1,1700,2604.28759765625
2017.12,Business analyst,Junior,0.5,меньше 3 месяцев,270,2604.28759765625
2017.12,Business analyst,Middle,4,меньше 3 месяцев,2500,2604.28759765625
2017.12,Business analyst,Middle,2,2,1100,2604.28759765625
2017.12,Business analyst,Middle,4,2,480,2604.28759765625
2017.12,Business analyst,Middle,4,0.5,3200,2604.28759765625
2017.12,Business analyst,Middle,3,1.5,2740,2604.28759765625
2017.12,Business analyst,Middle,2,2,155,2604.28759765625
2017.12,Business analyst,Junior,меньше 3 месяцев,1.5,450,2604.28759765625
2017.12,Business analyst,Senior,7,1,3000,2604.28759765625
2017.12,Business analyst,Junior,1.5,1.5,400,2604.28759765625
2017.12,Business analyst,Middle,4,1,2000,2604.28759765625
2017.12,Business analyst,Junior,1,0.25,800,2604.28759765625
2017.12,Business analyst,Junior,1,1,420,2604.28759765625
2017.12,Business analyst,Middle,2,1,2500,2604.28759765625
2017.12,Business analyst,Junior,1.5,меньше 3 месяцев,1200,2604.28759765625
2017.12,Business analyst,Junior,0.25,0.25,625,2604.28759765625
2017.12,Business analyst,Junior,0.5,2,1100,2604.28759765625
2017.12,Business analyst,Lead,8,1,3500,2604.28759765625
2017.12,Business analyst,Middle,2,0.5,800,2604.28759765625
2017.12,Business analyst,Middle,4,2,700,2604.28759765625
2017.12,Business analyst,Middle,5,2,3200,2604.28759765625
2017.12,Business analyst,Middle,4,4,2570,2604.28759765625
2017.12,Business analyst,Middle,2,0.25,1075,2604.28759765625
2017.12,Business analyst,Junior,1,1,800,2604.28759765625
2017.12,Business analyst,Junior,1.5,1.5,800,2604.28759765625
2017.12,Business analyst,Middle,2,1.5,1000,2604.28759765625
2017.12,Business analyst,Middle,5,4,3000,2604.28759765625
2017.12,Business analyst,Junior,меньше 3 месяцев,0.25,700,2604.28759765625
2017.12,Business analyst,Senior,6,0.25,3000,2604.28759765625
2017.12,Business analyst,Middle,2,2,2370,2604.28759765625
2017.12,Business analyst,Lead,10 и более лет,1.5,1100,2604.28759765625
2017.12,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,400,2604.28759765625
2017.12,Business analyst,Middle,4,0.25,1200,2604.28759765625
2017.12,Business analyst,Junior,1.5,1.5,800,2604.28759765625
2017.12,Business analyst,Senior,6,2,2400,2604.28759765625
2017.12,Business analyst,Junior,1.5,1.5,950,2604.28759765625
2017.12,Business analyst,Junior,1,1.5,500,2604.28759765625
2017.12,Business analyst,Middle,4,4,1550,2604.28759765625
2017.12,Business analyst,Middle,4,2,1850,2604.28759765625
2017.12,Business analyst,Middle,5,меньше 3 месяцев,4750,2604.28759765625
2017.12,Business analyst,Middle,4,0.5,1500,2604.28759765625
2017.12,Business analyst,Middle,4,1,1200,2604.28759765625
2017.12,Business analyst,Middle,2,меньше 3 месяцев,1750,2604.28759765625
2017.12,Business analyst,Middle,4,1.5,1800,2604.28759765625
2017.12,Business analyst,Junior,1,1,600,2604.28759765625
2017.12,Business analyst,Lead,10 и более лет,10 и более лет,700,2604.28759765625
2017.12,Business analyst,Junior,0.5,1.5,1000,2604.28759765625
2017.12,Business analyst,Middle,2,2,2400,2604.28759765625
2017.12,Business analyst,Junior,1.5,1.5,880,2604.28759765625
2017.12,Business analyst,Middle,4,0.5,1500,2604.28759765625
2017.12,Business analyst,Junior,1.5,меньше 3 месяцев,1500,2604.28759765625
2017.12,Business analyst,Middle,2,0.5,900,2604.28759765625
2017.12,Business analyst,Middle,5,0.5,1900,2604.28759765625
2017.12,Business analyst,Middle,5,2,4500,2604.28759765625
2017.12,Business analyst,Middle,3,2,740,2604.28759765625
2017.12,Business analyst,Junior,1,1,290,2604.28759765625
2017.12,Business analyst,Middle,5,меньше 3 месяцев,2500,2604.28759765625
2017.12,Business analyst,Middle,2,меньше 3 месяцев,1100,2604.28759765625
2017.12,Business analyst,Middle,4,0.25,3500,2604.28759765625
2017.12,Business analyst,Middle,5,1.5,1100,2604.28759765625
2017.12,Business analyst,Junior,0.25,0.25,1500,2604.28759765625
2017.12,Business analyst,Middle,3,1,1700,2604.28759765625
2017.12,Business analyst,Middle,5,0.25,2000,2604.28759765625
2017.12,Business analyst,Lead,9,2,2300,2604.28759765625
2017.12,Business analyst,Middle,4,1,1900,2604.28759765625
2017.12,Business analyst,Senior,6,2,3135,2604.28759765625
2017.12,Business analyst,Junior,1,1,1600,2604.28759765625
2017.12,Business analyst,Senior,7,7,1200,2604.28759765625
2017.12,Business analyst,Junior,0.5,4,930,2604.28759765625
2017.12,Business analyst,Lead,10 и более лет,0.25,4100,2604.28759765625
2017.12,Business analyst,Middle,3,0.25,1400,2604.28759765625
2017.12,Business analyst,Junior,1.5,0.5,1500,2604.28759765625
2017.12,Business analyst,Middle,3,меньше 3 месяцев,1750,2604.28759765625
2017.12,Business analyst,Senior,6,6,1800,2604.28759765625
2017.12,Business analyst,Lead,8,8,3000,2604.28759765625
2017.12,Business analyst,Middle,5,2,2500,2604.28759765625
2017.12,Business analyst,Lead,10 и более лет,1.5,2500,2604.28759765625
2017.12,Business analyst,Junior,1.5,5,800,2604.28759765625
2017.12,Business analyst,Junior,1.5,меньше 3 месяцев,1300,2604.28759765625
2017.12,Business analyst,Lead,10 и более лет,1,3500,2604.28759765625
2017.12,Business analyst,Junior,1,0.5,744,2604.28759765625
2017.12,Business analyst,Middle,3,1.5,500,2604.28759765625
2017.12,Business analyst,Senior,6,2,1800,2604.28759765625
2017.12,Business analyst,Middle,5,5,2250,2604.28759765625
2017.12,Business analyst,Lead,9,3,2400,2604.28759765625
2017.12,Business analyst,Middle,2,6,2850,2604.28759765625
2017.12,Business analyst,Junior,1.5,1.5,1800,2604.28759765625
2017.12,Business analyst,Middle,2,меньше 3 месяцев,2700,2604.28759765625
2017.12,Business analyst,Middle,3,0.25,1800,2604.28759765625
2017.12,Business analyst,Middle,5,2,1500,2604.28759765625
2017.12,Business analyst,Junior,0.5,0.5,800,2604.28759765625
2017.12,Business analyst,Middle,2,3,590,2604.28759765625
2017.12,Business analyst,Lead,8,1.5,2800,2604.28759765625
2017.12,Business analyst,Junior,0.5,0.5,350,2604.28759765625
2017.12,Business analyst,Middle,5,меньше 3 месяцев,3200,2604.28759765625
2017.12,Business analyst,Senior,6,6,2000,2604.28759765625
2017.12,Business analyst,Senior,7,0.5,2000,2604.28759765625
2017.12,Business analyst,Junior,меньше 3 месяцев,2,2500,2604.28759765625
2017.12,Business analyst,Middle,3,3,1900,2604.28759765625
2017.12,Business analyst,Middle,3,3,1000,2604.28759765625
2017.12,Business analyst,Middle,2,0.5,700,2604.28759765625
2017.12,Business analyst,Middle,2,меньше 3 месяцев,725,2604.28759765625
2017.12,Business analyst,Middle,2,1.5,1600,2604.28759765625
2017.12,Business analyst,Lead,10 и более лет,0.25,1000,2604.28759765625
2017.12,Business analyst,Middle,3,1,3500,2604.28759765625
2017.12,Business analyst,Middle,5,2,1200,2604.28759765625
2017.12,Business analyst,Senior,6,0.5,3000,2604.28759765625
2017.12,Business analyst,Middle,2,2,770,2604.28759765625
2017.12,Business analyst,Middle,2,1.5,2000,2604.28759765625
2017.12,Business analyst,Middle,3,5,2280,2604.28759765625
2017.12,Business analyst,Middle,2,2,1707,2604.28759765625
2017.12,Business analyst,Junior,0.25,0.25,500,2604.28759765625
2017.12,Business analyst,Middle,3,3,2300,2604.28759765625
2017.12,Business analyst,Middle,5,1.5,2700,2604.28759765625
2017.12,Business analyst,Junior,1,1,570,2604.28759765625
2017.12,Business analyst,Junior,0.25,0.25,600,2604.28759765625
2017.12,Business analyst,Middle,5,0.5,2000,2604.28759765625
2017.12,Business analyst,Junior,1,1,430,2604.28759765625
2017.12,Business analyst,Junior,1,1,600,2604.28759765625
2017.12,Business analyst,Middle,4,1,900,2604.28759765625
2017.12,Business analyst,Middle,4,1,2400,2604.28759765625
2017.12,Business analyst,Senior,7,1,3500,2604.28759765625
2017.12,Business analyst,Middle,2,2,500,2604.28759765625
2017.12,Business analyst,Senior,7,4,3700,2604.28759765625
